name,address,lat,lon,phone,website,date added
Dopa by Devon,"SHOP 5-6 2 LITTLE HAY ST, HAYMARKET NSW 2000",-33.87860699,151.2028448,0280604861,www.dopa.com.au,19/03/2021
SPICY JOINT ( AUSTRALIA) PTY LTD,"LEVEL 4 25-29 DIXON ST, HAYMARKET NSW 2000",-33.87779201,151.20365634,0292121777,,19/03/2021
Kura Japanese Dining Haymarket,"76 ULTIMO RD, HAYMARKET NSW 2000",-33.88010346,151.20441054,0292125661,,19/03/2021
Hakatamon Ramen,"6 NICOLLE WALK, HAYMARKET NSW 2000",-33.87799379,151.20259895,0279030733,,19/03/2021
Pier St Grill,"NOVOTEL CENTURY HOTEL 17 LITTLE PIER ST, HAYMARKET NSW 2000",-33.87741387,151.20260615,02 82174100,https://www.novotelsydneydarlingsquare.com.au/pier-st-grill.html,19/03/2021
Yok Yor,"SHOP 6 323-339 CASTLEREAGH ST, HAYMARKET NSW 2000",-33.87991455,151.208028,0415817099,www.yokyor.com.au,19/03/2021
TAWANDANG@GEORGE ST,"706 GEORGE ST, HAYMARKET NSW 2000",-33.87833933,151.20588678,0292110138,Www.Tawandang sydney.com.au,19/03/2021
BOSS PANCAKE PTY LTD,"SHOP 3A 410-420 SUSSEX ST, HAYMARKET NSW 2000",-33.87831976,151.20494484,0431327088,,19/03/2021
UNCLE CC,"SHOP1 61-79 QUAY STREET, HAYMARKET NSW 2000 AUSTRALIA",,,0292111153,,19/03/2021
Jackpot Hotpot,"SW.12 63 TUMBALONG BVD, HAYMARKET NSW 2000",-33.87874802,151.2016784,0291889158,,19/03/2021
Roys Cafe,"509 PITT ST, HAYMARKET NSW 2000",-33.88189249,151.20515394,02 9288 7878,https://royscafe.com.au/,19/03/2021
STAR HOTEL - CHINATOWN,"STAR HOTEL 21 GOULBURN ST, HAYMARKET NSW 2000",-33.87779814,151.20471994,0292818343,shgstarhotel.com.au,19/03/2021
McDonald’s,"9 LITTLE PIER ST, HAYMARKET NSW 2000",-33.87860699,151.2028448,,,19/03/2021
MR CHEN BEEF NOODLE,"TG5 8 QUAY ST, HAYMARKET NSW 2000",-33.88107795,151.2034447,02 80844917,,19/03/2021
Hong Kong Day Dessert,"SHOP 8 405-411 SUSSEX ST, HAYMARKET NSW 2000",-33.87850161,151.20443292,02 80578102,www.hkday.com.au,19/03/2021
FIVE HAPPINESS PTY LTD,"71-73 DIXON ST, HAYMARKET NSW 2000",-33.87911107,151.20394137,0292119590,,19/03/2021
The QA Collection,"MCKELL BUILDING 2-24 RAWSON PL, HAYMARKET NSW 2000",-33.88121966,151.2055647,,www.qacafe.com.au,19/03/2021
OCEAN 5 GROUP PTY LTD,"STANLEY HSE&EAST OCEAN ARCADE 421-429 SUSSEX ST, HAYMARKET NSW 2000",-33.87910303,151.20449536,0482 056 370,https://www.eastocean.com.au/,19/03/2021
The Bun Gallery,"SHOP 2 79 QUAY ST, HAYMARKET NSW 2000",-33.88135743,151.2024731,0404808262,,19/03/2021
YEBISU BAR&GRILL,"49-55 DIXON ST, HAYMARKET NSW 2000",-33.87854229,151.20388076,0292113038,http://yebisubargrill.com.au/,19/03/2021
THE TRUSTEE FOR MBM DISCRETIONARY TRUST,"SHOP 4 449 PITT ST, HAYMARKET NSW 2000",-33.87980626,151.20675187,0292802508,,19/03/2021
FAT THAIGER,"737-739 GEORGE ST, HAYMARKET NSW 2000",-33.8813425,151.20441203,+61292110254,WWW.fatthaiger.com,19/03/2021
Circinus Pty Ltd,"SHOP 10 421-429 SUSSEX  STREET, HAYMARKET NSW 2000 AUSTRALIA",-33.87910303,151.20449536,0292802328,,19/03/2021
The Sandwich Shop NSW,"3 STEAM MILL LANE, HAYMARKET NSW 2000",-33.87837945,151.20162543,0280146985,www.thesandwichshop.com.au,19/03/2021
GOOBNE OPERATIONS PTY LTD,"16E TUMBALONG BVD, HAYMARKET NSW 2000 AUSTRALIA",,,0284176201,https://goobnechicken.com.au/,19/03/2021
Pasteur,"709 GEORGE ST, HAYMARKET NSW 2000",-33.88063505,151.20455674,0292125622,,19/03/2021
TAN VIET DARLING SQUARE PTY LTD,"74 TUMBALONG BVD, HAYMARKET NSW 2000",,,0291698806,www.tanviet.com.au,19/03/2021
Fugetsu,"SHOP R3, 16 LEVEL 3 MARKET CITY SHOPPING CENTRE 9-13 HAY STREET, HAYMARKET NSW 2000 AUSTRALIA",-33.8799521,151.2034355,02 9211 6128,fugetsu.com.au,19/03/2021
LOON FONG ????? Dragon Phoenix Fish with Sichuan Pickles,"SHOP 2 63 DIXON STREET, HAYMARKET NSW 2000 AUSTRALIA",-33.87891804,151.2039194,0450689288,,19/03/2021
MARIGOLD RESTAURANT,"LEVEL 4 & 5 683 GEORGE  STREET, HAYMARKET NSW 2000 AUSTRALIA",-33.87980627,151.2047831,0292813388,www.marigold.com.au,19/03/2021
HOJIAK PTY LTD,"92 HAY ST, HAYMARKET NSW 2000",-33.87920602,151.20365519,0280400252,www.hojiak.com.au,19/03/2021
6oz Coffee,"GARDINER HOUSE SHOP 4 770 GEORGE ST, HAYMARKET NSW 2000",-33.88070284,151.20524085,0435026585,,19/03/2021
CAYSORN THAI RESTAURANT,"PRINCE CENTRE MARKET UNIT 106 8 QUAY ST, HAYMARKET NSW 2000",-33.88107795,151.20344474,0292115749,www.caysorn.com.au,19/03/2021
Nine Dragons Restaurant,"39 DIXON ST, HAYMARKET NSW 2000",-33.87832708,151.20385258,0292113549,www.ninedragons.com.au,19/03/2021
Sushi Hub Broadway,"SHOP 2G 815-825 GEORGE ST, HAYMARKET NSW 2000",-33.88286974,151.20344283,0292811258,www.sushihub.com.au,19/03/2021
Show Neua Thai Street Food,"SHOP 2A 718 GEORGE ST, HAYMARKET NSW 2000",-33.87863342,151.20602989,028385 8064,www.facebook.com/showneuathai,19/03/2021
NOODLE BAY,"PRINCE CENTRE MARKET SHOP 3 LEVEL QG 8 QUAY ST, HAYMARKET NSW 2000",-33.88107795,151.20344474,+61430201984,,19/03/2021
IIKO Mazesoba,"SE13 86 HAY STREET, HAYMARKET NSW 2000 AUSTRALIA",,,0291888534,www.mazesoba.com.au,19/03/2021
PROSPERITE ET SUCCES PTY LTD,"SHOP 4 203-209 THOMAS ST, HAYMARKET NSW 2000",-33.8806971,151.20416944,0413250700,,19/03/2021
BASAX,"415 PITT ST, HAYMARKET NSW 2000",-33.87845212,151.20705022,0475758282,https://basaxkoreanchickenonline.com.au/,19/03/2021
Mother Chu's Taiwanese Gourmet,"SHOP 1 86-88 DIXON ST STREET, HAYMARKET NSW 2000 AUSTRALIA",,,0292110288,,19/03/2021
YAYOI Market City (Level 3),"MARKET CITY 9-13 HAY ST, HAYMARKET NSW 2000",-33.8799521,151.2034355,0292110918,www.yayoi.com.au,19/03/2021
GOGO MUSIC BBQ,"LEVEL 1 17-19 GOULBURN ST, HAYMARKET NSW 2000 AUSTRALIA",-33.87779064,151.20431838,0406042900,,19/03/2021
KURA KURA JAPANESE DINING,"76 ULTIMO RD, HAYMARKET NSW 2000",-33.88010346,151.20441054,0292121088,kurakura.com.au,19/03/2021
HELLO AUNTIE DSQ,"16 NICOLLE WALK, HAYMARKET NSW 2000",-33.87799379,151.20259895,02 8072 8838,www.hello-auntie.com.au,19/03/2021
Lord Nelson Brewery Hotel,"19 KENT ST, MILLERS POINT NSW 2000",-33.85816368,151.20333229,+61424259321,Www.lordnelsonbrewery.com.au,19/03/2021
CASA DEL VINO,"127 KENT ST, MILLERS POINT NSW 2000",-33.86174823,151.20354495,0420440772,www.casadelvino.com.au,19/03/2021
tago-an,"25 KENT ST, MILLERS POINT NSW 2000",-33.85858414,151.20337891,0292523707,tago-an.com.au,19/03/2021
lord nelson brewery and hotel,"19 KENT ST, MILLERS POINT NSW 2000",-33.85816368,151.20333229,0292514044,lordnelsonbrewery.com,19/03/2021
FISH AT THE ROCKS PTY LIMITED,"29 KENT ST, MILLERS POINT NSW 2000",-33.85870877,151.20338784,0292524614,www.fishattherocks.com.au,19/03/2021
The DISH,"Level 2, 400 George Street",,,+61280237600,,19/03/2021
HARD ROCK CAFE SYDNEY,"HARBOURSIDE CENTER DARLING HARBOUR 2-10  DARLING DRIVE, SYDNEY NSW 2000 AUSTRALIA",-33.87173363,151.1989649,0292800077,https://www.hardrockcafe.com/location/sydney/,19/03/2021
Motown coffee brewers,"16-18 GROSVENOR ST, SYDNEY NSW 2000",-33.86338031,151.20643152,+61411727629,,19/03/2021
Homecafe QVB (CEEZ INVESTMENTS PTY LTD),"SHOP 98 LG2 QUEEN VICTORIA BUILDING 455 GEORGE STREET, SYDNEY NSW 2000 AUSTRALIA",,,0433965866,,19/03/2021
Wired Cafe,"FOYER 1 YORK  STREET, SYDNEY NSW 2000 AUSTRALIA",-33.8636962,151.2050351,0280658770,Www.wired-cafe-cafe.business.site,19/03/2021
Bungalow 8 & The Loft,"RETAIL 3 LIME ST, SYDNEY NSW 2000",-33.86640065,151.20154462,+6102 8322 2006,https://bungalow8sydney.com.au/,19/03/2021
Beer Deluxe King St Wharf,"9 LIME ST, SYDNEY NSW 2000",-33.86660116,151.20164589,+61(02) 8322 2020,,19/03/2021
The Rook Rooftop,"LEVEL 7 56-58 YORK ST, SYDNEY NSW 2000",-33.86982094,151.20643289,+61(02) 8322 2008,www.therook.com.au,19/03/2021
Since I Left You,"338 KENT ST, SYDNEY NSW 2000",-33.86961526,151.20493118,0292792084,www.sinceileftyou.com.au,19/03/2021
Arts Centre Cafe,"1 ART GALLERY RD, SYDNEY NSW 2000",-33.86885454,151.21614342,0246454297,www.artscentrecafe.com.au ,19/03/2021
NOOK CLARENCE ST,"83 CLARENCE ST, SYDNEY NSW 2000",-33.86604953,151.20462458,0292995050,https://www.nookclarencest.com.au/,19/03/2021
Taste Baguette Centrepoint ,"100 MARKET ST, SYDNEY NSW 2000",-33.87050937,151.20892291,+610449888868,,19/03/2021
Grind House 59 Espresso And Sandwich,"SHOP 1 GROUND 57-59 YORK ST, SYDNEY NSW 2000",-33.86732851,151.2056388,0433655528,,19/03/2021
SHALOM INDONESIAN RESTAURANT,"SHOP 3 GROUND 299-305 SUSSEX ST, SYDNEY NSW 2000",-33.87463367,151.2040837,0292641144,Shalomrestaurant.com.au,19/03/2021
PICCOLO ME Elizabeth Street,"SHOP 2 80 ELIZABETH STREET, SYDNEY NSW 2000 AUSTRALIA",-33.86855941,151.2108361,0424337977,,19/03/2021
De Vine Food and Wine,"32 MARKET ST, SYDNEY NSW 2000",-33.8707371,151.2053241,02 9262 6906,www.devinefoodandwine.com.au,19/03/2021
NSW Masonic Club,"MASONIC CLUB 169-173 CASTLEREAGH ST, SYDNEY NSW 2000",-33.87256629,151.20892855,0292841000,www.nswmasonicclub.com.au,19/03/2021
Roll’d Chifley Store,"L1 F7, No.2 Chifley SQ, Sydney NSW 2000",,,+61408085186,,19/03/2021
Nok Nok Thai Eating House ,"SHOP 9 1 HARBOUR ST, SYDNEY NSW 2000",-33.87454558,151.20221559,0292677992,www.noknok.com.au,19/03/2021
ADRIA GRILL,"SHOPS 106-108 THE PROMENADE COCKLE BAY WHARF  1 WHEAT ROAD, SYDNEY NSW 2000 AUSTRALIA",-33.86953349,151.2020692,0282811111,www.nicksgroup.com.au,19/03/2021
OPERA KITCHEN,"GOVERNMENT HOUSE 2A MACQUARIE ST, SYDNEY NSW 2000",-33.8601938,151.21535351,0293276344,solotel.com.au,19/03/2021
CUBBY'S KITCHEN,"44 BRIDGE ST, SYDNEY NSW 2000",-33.86323561,151.21091092,0292529648,www.cubbyskitchen.com.au,19/03/2021
citi cafe,"500 GEORGE ST, SYDNEY NSW 2000",-33.87271571,151.20755488,0292832244,,19/03/2021
NSW Masonic Club / Castlereagh Boutique Hotel ,"MASONIC CLUB 169-173 CASTLEREAGH ST, SYDNEY NSW 2000",-33.87256629,151.20892855,+610292841000,www.thecastlereagh.com.au,19/03/2021
McDonald's,"600 George St, Sydney NSW 2000",-33.86237133,151.2059587,0292641661,,19/03/2021
NSW Masonic Club,"MASONIC CLUB 169-173 CASTLEREAGH ST, SYDNEY NSW 2000",-33.87256629,151.20892855,+610292841000,www.nswmasonicclub.com.au,19/03/2021
Loftus Lane Cafe,"SHOP3  38-42  BRIDGE STREET, SYDNEY NSW 2000 AUSTRALIA",,,0426359394,loftuslanecafe.com.au,19/03/2021
Jackalberry bar,"161 SUSSEX ST, SYDNEY NSW 2000",-33.86990364,151.20328308,+61434782037,www.jackalberry.com.au,19/03/2021
Zephyr sky bar ,"161 SUSSEX ST, SYDNEY NSW 2000",-33.86990364,151.20328308,+61434782037,www.zephyrbarsydney.com,19/03/2021
Dundee Arms Bar,"161 SUSSEX ST, SYDNEY NSW 2000",-33.86990364,151.20328308,+61434782037,https://www.hyatt.com/en-US/hotel/australia/hyatt-regency-sydney/sydrs/dining,19/03/2021
Sailmaker Restaurant,"161 SUSSEX ST, SYDNEY NSW 2000",-33.86990364,151.20328308,+61434782037,www.hyatt.com/en-US/hotel/australia/hyatt-regency-sydney/sydrs/dining,19/03/2021
Subway King street Wharf,17/28A Lime street,,,+61413643990,,19/03/2021
EVENT CINEMAS,"478 GEORGE ST, SYDNEY NSW 2000",-33.87158614,151.20740394,0293736600,https://www.eventcinemas.com.au/,19/03/2021
IPPUDO Sydney,"SHOP 5021 188 PITT STREET, SYDNEY NSW 2000 AUSTRALIA",,,0280787020,www.ippudo.com.au,19/03/2021
Sydney Opera House,"1 BENNELONG POINT, SYDNEY NSW 2000",,,0292507111,www.sydneyoperahouse.com,19/03/2021
Metropole,"56 455 GEORGE STREET, SYDNEY NSW 2000 AUSTRALIA",-33.87175095,151.2066868,0292671122,,19/03/2021
THE FOX HOLE,"68A ERSKINE ST, SYDNEY NSW 2000",-33.86658593,151.20462985,0292794369,www.thefoxhole.com.au,19/03/2021
Capp Espresso Macquarie,"SUITE 2 139 MACQUARIE ST, SYDNEY NSW 2000",-33.86447872,151.21238354,+61432092296,,19/03/2021
Rivulet Management Pty Ltd,"SHOP 7-9 421  SUSSEX STREET, SYDNEY NSW 2000 AUSTRALIA",,,0292120050,,19/03/2021
DELIXIUS CT PTY LTD,"METCENTRE T10 273  GEORGE STREET, SYDNEY NSW 2000 AUSTRALIA",,,0432617188,,19/03/2021
The Sussex Store,"319 SUSSEX ST, SYDNEY NSW 2000",-33.87508604,151.20416528,0293561000,https://vibehotels.com/book-accommodation/sydney/hotel-darling-harbour/the-sussex-store/?utm_source=googleplaces&utm_medium=organic&utm_campaign=,19/03/2021
ROLL'D GATEWAY,"SHOP G18 1 MACQUARIE  PLACE, SYDNEY NSW 2000 AUSTRALIA",-33.86202657,151.2098749,0402718955,www.rolld.com.au ,19/03/2021
Miles and Co Coffee Foods,"500 GEORGE ST, SYDNEY NSW 2000",-33.87271571,151.20755488,0292678022,Www.milesandcocafe.com.au,19/03/2021
sweet infinity,"18 412-414 GEORGE STREET, SYDNEY NSW 2000 AUSTRALIA",-33.86941664,151.2076269,0423037305,,19/03/2021
Pancakes On The Rocks Darling Harbour,"SHOP 229 10 DARLING DR, SYDNEY NSW 2000",-33.87173363,151.19896486,,www.pancakesontherocks.com.au,19/03/2021
Bettys Burgers & Concrete Co. Market Street,"44 MARKET ST, SYDNEY NSW 2000",-33.87049503,151.20586338,0292621572,www.bettysburgers.com.au,19/03/2021
The Trustee for JOHN AND HELLAN VENTOURIS FAMILY TRUST,"BASEMENT 332-336 PITT ST, SYDNEY NSW 2000",-33.87613646,151.2081707,0292678956,WWW.DIETHNES.COM.AU,19/03/2021
New Shanghai Sydney,"SHOP 1017/1020 188 PITT ST, SYDNEY NSW 2000 188 PITT  STREET, SYDNEY NSW 2000 AUSTRALIA",,,0283868368,www.newshanghai.com.au,19/03/2021
STRETTO TRUST,"SHOP 15-18, LEVEL G 111  ELIZABETH STREET, SYDNEY NSW 2000 AUSTRALIA",,,0283192098,,19/03/2021
CAFE 259,"SHOP 3 GROUND 259-261 CLARENCE ST, SYDNEY NSW 2000",-33.87183567,151.2054147,0289712826,https://www.cafe259.com.au,19/03/2021
BBAEK FOOD PTY LTD,"SHOP 2 GROUND 545-553 KENT ST, SYDNEY NSW 2000",-33.87599056,151.2052415,0430577789,https://instagram.com/bbaekkane?igshid=dkumb0ch29fi,19/03/2021
HARAJUKU GYOZA (DARLING HARBOUR) PTY LTD,"1 14 DARLING DR, SYDNEY NSW 2000",-33.87415617,151.1996873,0292114779,www.harajukugyoza.com,19/03/2021
UNCLE MING'S BAR PTY LTD,"LOWER GROUND 49  YORK  STREET, SYDNEY NSW 2000 AUSTRALIA",-33.86708097,151.2056077,0410529182,www.unclemings.com.au,19/03/2021
DIN TAI FUNG,"SHOP 545, LEVEL 5, WESTFIELD SYDNEY 188  PITT STREET, SYDNEY NSW 2000 AUSTRALIA",-33.87012365,151.2089018,0282467032,WWW.DINTAIFUNG.COM.AU,19/03/2021
HURRICANE'S GRILL CIRCULAR QUAY PTY LTD,"LEVEL 2  GATEWAY BUILDING  1 ALFRED  STREET, SYDNEY NSW 2000 AUSTRALIA",-33.86188843,151.2087056,02 92112210,https://hurricanesgrillrestaurants.com.au/circular-quay,19/03/2021
The Trustee for TUFA ROCK FAMILY TRUST,"SHOP 15 5 MACQUARIE  STREET, SYDNEY NSW 2000 AUSTRALIA",-33.85999377,151.2130263,0292520777,www.searock.com.au,19/03/2021
THE WONDERLAND BAR SYDNEY,"60 MARGARET ST, SYDNEY NSW 2000",-33.86477014,151.20677646,0478452590,www.viralventuresglobal.com,19/03/2021
UMI SUSHI & UDON,"SHOP TR10 1- 25  HARBOUR  STREET, SYDNEY  NSW 2000 AUSTRALIA",-33.87454558,151.2022156,02 9283 2006,www.umisushi.com.au,19/03/2021
The Palace Tea Room,"LEVEL 1, QVB 55 GEORGE ST, SYDNEY NSW 2000 AUSTRALIA",-33.85813539,151.2087402,02 9283 2222,https://thepalacetearoom.com.au/,19/03/2021
Add me thai,"9-13 HUNTER ST, SYDNEY NSW 2000",-33.86618052,151.20768467,0433800544,,19/03/2021
MEDUSA GREEK TAVERNA,"2 MARKET ST, SYDNEY NSW 2000",-33.87058554,151.20429108,0292670799,www.medusagreektaverna.com.au,19/03/2021
McDonald's Circular Quay (Sydney Gateway),"SHOP 1 GROUND 2-10 LOFTUS ST, SYDNEY NSW 2000",0.0,0.0,+61292413063,,19/03/2021
MINX GENTLEMEN'S BAR & RESTAURANT,"BASEMENT 72 PITT ST, SYDNEY NSW 2000",-33.86629103,151.2089542,0292332641,www.minxbar.com,19/03/2021
TASTE WELL PTY LTD,"LEVEL 2 SHOP 48 455 GEORGE  STREET, SYDNEY  NSW 2000 AUSTRALIA",-33.87175095,151.2066868,0292644671,www.cellinis.net.au,19/03/2021
Guzman y Gomez Darling Park,"DARLING PARK 201 SUSSEX ST, SYDNEY NSW 2000",-33.87206831,151.20342488,02 80148532,guzmanygomez.com.au,19/03/2021
INCANTO COFFEE,"537-551 GEORGE ST, SYDNEY NSW 2000",-33.87583996,151.20587374,0292835544,,19/03/2021
Capp Espresso,"NORWICH HOUSE SHOP 1 6-10 O'CONNELL ST, SYDNEY NSW 2000",-33.86519154,151.21021528,0432092296,,19/03/2021
Lotus Restaurant Galeries,"LEVEL 1  500 GEORGE  STREET, SYDNEY  NSW 2000 AUSTRALIA",-33.87271571,151.2075549,02 9247 6868,https://www.lotusdininggroup.com/restaurant/the-galeries/,19/03/2021
MASTER BOWL CHINESE RESTAURANT,"SHOP 42 NUMBER 1  DIXON STREET, SYDNEY NSW 2000 AUSTRALIA",-33.87698012,151.203656,0425318779,,19/03/2021
Dopa Regent Place,"LOT 50A - 51 488 KENT ST, SYDNEY NSW 2000",-33.87469775,151.2056352,0292675775,www.dopa.com.au,19/03/2021
The Century Bar,"LEVEL 2 640 GEORGE ST, SYDNEY NSW 2000",-33.87630693,151.20646758,02 7901 8555,https://www.thecenturybar.com.au/,19/03/2021
I'm Angus Steakhouse,"SHOP 109, THE PROMENADE, COCKLE BAY WHARF, DARLING PARK 1  WHEAT  ROAD, SYDNEY  NSW 2000 AUSTRALIA",-33.86953349,151.2020692,0282811111,www.nicksgroup.com.au,19/03/2021
HOJIAK TOWN HALL PTY LTD,"GROUND 125 YORK ST, SYDNEY NSW 2000",-33.87171881,151.2061465,0280656954,www.hojiak.com.au,19/03/2021
GYG ICC Darling Harbour,"14 DARLING DR, SYDNEY NSW 2000",-33.87639569,151.20111863,+610280049258,www.guzmanygomez.com.au,19/03/2021
EROS TRADING PTY LTD,"SHOP 1 45-53 CLARENCE ST, SYDNEY NSW 2000",-33.86464526,151.20438877,0292901330,https://www.hungrybeancafe.com.au,19/03/2021
Two Governors,"GROUND FLOOR CAFE, 1 FARRER PLACE, SYDNEY NSW 2000 AUSTRALIA",-33.86427875,151.2113409,0292510011,www.twogovernors.com.au,19/03/2021
AVENUE ON SUSSEX PTY LTD,"DARLING PARK 201 SUSSEX ST, SYDNEY NSW 2000",-33.87206831,151.20342488,0292645066,Www.avenuegroup.com.au,19/03/2021
Yakitori Yebisu,"7-10 501 GEORGE STREET, SYDNEY NSW 2000 AUSTRALIA",-33.87476015,151.2060249,0292643272,www.yakitoriyebisu.com.au,19/03/2021
Ichiban Boshi,500 GEORGE ST,,,+61431950117,www.ichibanboshi.com.au,19/03/2021
Employees Only Sydney,"9A BARRACK ST, SYDNEY NSW 2000",-33.86793518,151.20605466,+61404000584,employeesonlysyd.com,19/03/2021
Terrace On The Domain,"1 ART GALLERY RD, SYDNEY NSW 2000",-33.86885454,151.21614342,,www.terraceonthedomain.com.au,19/03/2021
